deflatortype,Deflators,year
 2015 | 2016 | 2017 | 2018 | 2014,1.0,2015 | 2016 | 2017 | 2018 | 2014
 2021 | 2020 | 2019,1.0,2021 | 2020 | 2019
 2020 | 2021 | 2019 | 2018,1.0,
 2019 | 2020,1.0,2019 | 2020
 2019 | 2020 | 2021,1.0,2019 | 2020 | 2021
 2020 | 2021 | 2019,1.0,
 2021 | 2019 | 2020,1.0,2021 | 2019 | 2020
 2022 | 2021 | 2020 | 2019,1.0,2022 | 2021 | 2020 | 2019
 2020 | 2019 | 2021,1.0,2020 | 2019 | 2021
 2021 | 2020,1.0,2021 | 2020
 2022 | 2023 | 2019 | 2020 | 2021,1.0,2022 | 2023 | 2019 | 2020 | 2021
 2023 | 2022 | 2021 | 2020 | 2019,1.0,2023 | 2022 | 2021 | 2020 | 2019
 2017 | 2019 | 2018 | 2020,1.0,2017 | 2019 | 2018 | 2020
 2019 | 2020 | 2021 | 2022 | 2023,1.0,2019 | 2020 | 2021 | 2022 | 2023
 2019 | 2020 | 2021 | 2022,1.0,2019 | 2020 | 2021 | 2022
 2019 | 2021 | 2020,1.0,2019 | 2021 | 2020
 2022 | 2021 | 2020,1.0,2022 | 2021 | 2020
 2020 | 2021,1.0,2020 | 2021
 2020 | 2021 | 2022,1.0,2020 | 2021 | 2022
 2023 | 2022 | 2021 | 2020,1.0,2023 | 2022 | 2021 | 2020
 2018 | 2017 | 2019 | 2020,1.0,2018 | 2017 | 2019 | 2020
 2021 | 2020 | 2018 | 2019,1.0,
 2022 | 2021 | 2020 | 2019 | 2018,1.0,2022 | 2021 | 2020 | 2019 | 2018
RS 2019,1.000013763,
BE 2012,1.00007545,
MM 2017,1.000190636,
CR 2017,1.00034489,
AL 2011,1.000482882,
TO 2022,1.000674262,
SZ 2019,1.000770134,
DJ 2015,1.000803947,
LV 2013,1.000872068,
QA 2020,1.001018966,
MG 2019,1.001022759,
ZM 2017,1.001063066,
MH 2017,1.001079301,
NI 2019,1.001341792,
SZ 2014,1.001445277,
SG 2010,1.001490502,
LK 2016,1.001593909,
ML 2011,1.001702843,
SL 2023,1.001863883,
AL 2009,1.00190075,
PG 2017,1.002110977,
RW 2016,1.002449883,
BV 2023,1.002550331,
NO 2023,1.002550331,
SJ 2023,1.002550331,
CN 2014,1.002645256,
HN 2019,1.003013361,
RW 2021,1.003070891,
SD 2004,1.003078357,
KN 2019,1.003162142,
TO 2019,1.003257841,
PE 2020,1.00327297,
PK 2015,1.003296134,
CW 2020,1.003337407,
DK 2020,1.003337407,
FO 2020,1.003337407,
GL 2020,1.003337407,
SX 2020,1.003337407,
LA 2017,1.003392339,
DO 2014,1.003402606,
PR 2017,1.003450598,
PR 2019,1.003478774,
AU 2017,1.00366157,
CX 2017,1.00366157,
CC 2017,1.00366157,
HM 2017,1.00366157,
NF 2017,1.00366157,
AO 2007,1.00370338,
TL 2020,1.003753857,
BT 2020,1.00377343,
MM 2016,1.003870602,
TM 2016,1.003913594,
GW 2019,1.003949215,
UY 2020,1.004082721,
CZ 2012,1.00410234,
LK 2010,1.00421797,
BY 2019,1.004295065,
ZM 2023,1.004511499,
SZ 2005,1.004512879,
YE 2023,1.004553454,
AI 2009,1.00462008,
BM 2009,1.00462008,
IO 2009,1.00462008,
KY 2009,1.00462008,
FK 2009,1.00462008,
GI 2009,1.00462008,
GG 2009,1.00462008,
IM 2009,1.00462008,
JE 2009,1.00462008,
MS 2009,1.00462008,
PN 2009,1.00462008,
SH 2009,1.00462008,
GS 2009,1.00462008,
TC 2009,1.00462008,
GB 2009,1.00462008,
VG 2009,1.00462008,
IQ 2010,1.004666942,
BJ 2019,1.004776801,
RO 2014,1.004803205,
CO 2021,1.004876228,
VU 2017,1.004882801,
Total DAC 2010,1.00490133,
MH 2019,1.004904482,
CM 2012,1.005231605,
EC 2020,1.005291993,
LS 2020,1.005350154,
TW 2017,1.005437845,
HN 2020,1.005539414,
GA 2021,1.005565084,
HU 2012,1.00559663,
TT 2019,1.00561181,
GR 2020,1.005646151,
SM 2020,1.005756156,
CL 2021,1.006022668,
FJ 2019,1.006044582,
CY 2020,1.006186034,
CI 2020,1.006327335,
YE 2024,1.006684026,
VE 2021,1.00668954,
RU 2021,1.006691419,
TG 2010,1.006743332,
LS 2013,1.006871039,
MY 2019,1.006974003,
HT 2021,1.007054308,
LA 2016,1.007120164,
GT 2019,1.007336272,
UY 2012,1.007438156,
BW 2024,1.007578307,
GN 2010,1.007762408,
AW 2019,1.007770877,
BG 2008,1.007793523,
PY 2015,1.007824044,
MM 2009,1.007896273,
RO 2007,1.008048556,
MR 2019,1.008141387,
AO 2010,1.008156226,
VU 2011,1.008178593,
GE 2019,1.008232975,
AE 2008,1.008251876,
TG 2012,1.00829793,
SN 2009,1.008333787,
PA 2017,1.008346223,
WS 2012,1.008412128,
ME 2020,1.008416868,
AI 2010,1.00852441,
BM 2010,1.00852441,
IO 2010,1.00852441,
KY 2010,1.00852441,
FK 2010,1.00852441,
GI 2010,1.00852441,
GG 2010,1.00852441,
IM 2010,1.00852441,
JE 2010,1.00852441,
MS 2010,1.00852441,
PN 2010,1.00852441,
SH 2010,1.00852441,
GS 2010,1.00852441,
TC 2010,1.00852441,
GB 2010,1.00852441,
VG 2010,1.00852441,
IN 2014,1.008560293,
AI 2020,1.008621975,
BM 2020,1.008621975,
IO 2020,1.008621975,
KY 2020,1.008621975,
FK 2020,1.008621975,
GI 2020,1.008621975,
GG 2020,1.008621975,
IM 2020,1.008621975,
JE 2020,1.008621975,
MS 2020,1.008621975,
PN 2020,1.008621975,
SH 2020,1.008621975,
GS 2020,1.008621975,
TC 2020,1.008621975,
GB 2020,1.008621975,
VG 2020,1.008621975,
AD 2020,1.00879808,
FR 2020,1.00879808,
GF 2020,1.00879808,
PF 2020,1.00879808,
TF 2020,1.00879808,
GP 2020,1.00879808,
MQ 2020,1.00879808,
YT 2020,1.00879808,
MC 2020,1.00879808,
NC 2020,1.00879808,
RE 2020,1.00879808,
BL 2020,1.00879808,
MF 2020,1.00879808,
PM 2020,1.00879808,
WF 2020,1.00879808,
BA 2020,1.008971448,
SG 2019,1.009065067,
IE 2020,1.009092387,
ES 2020,1.009118049,
TD 2005,1.009133478,
SR 2007,1.009139137,
IQ 2021,1.009290346,
GQ 2021,1.00942487,
NR 2020,1.009436884,
SI 2020,1.009481856,
UA 2010,1.009704439,
ZW 2020,1.009706518,
SI 2012,1.00972567,
SC 2014,1.00982612,
AE 2021,1.009866944,
HN 2017,1.009884425,
AF 2021,1.00989695,
AM 2019,1.009906784,
NG 2016,1.010183384,
BQ 2020,1.01039017,
NL 2020,1.01039017,
SV 2019,1.010505112,
SG 2013,1.010522939,
BW 2010,1.01070116,
YE 2022,1.010772698,
ME 2008,1.010955732,
PY 2017,1.011013863,
PH 2017,1.011034804,
BA 2014,1.011042101,
BW 2022,1.011096345,
BF 2008,1.011196699,
CY 2013,1.011198592,
MG 2020,1.011352788,
BE 2020,1.011393626,
KG 2020,1.011436274,
VU 2020,1.011598249,
FM 2019,1.011661205,
HR 2020,1.011827744,
AL 2007,1.011906532,
QA 2021,1.012003901,
AZ 2022,1.012063182,
BZ 2019,1.012129718,
EU Institutions 2020,1.012379397,
MO 2017,1.012436665,
LY 2010,1.012509998,
HN 2021,1.01251157,
PH 2019,1.012519923,
LR 2016,1.012566589,
SG 2012,1.012626351,
DO 2020,1.012707941,
AL 2019,1.012754534,
NP 2020,1.012797092,
ET 2015,1.012898519,
AX 2020,1.013007814,
FI 2020,1.013007814,
VN 2019,1.013022997,
BB 2019,1.013043317,
KW 2023,1.013121901,
BW 2021,1.013157858,
AT 2009,1.01316063,
CZ 2010,1.0132048,
MN 2010,1.01322658,
PY 2020,1.013369309,
MM 2015,1.013473039,
BA 2013,1.013632234,
LV 2014,1.013841395,
SA 2023,1.013919016,
CV 2009,1.014068798,
IN 2012,1.014157318,
TZ 2019,1.01425586,
AU 2021,1.014316028,
CX 2021,1.014316028,
CC 2021,1.014316028,
HM 2021,1.014316028,
NF 2021,1.014316028,
BO 2019,1.014410306,
JP 2003,1.01447332,
MA 2012,1.014507426,
EH 2012,1.014507426,
LS 2014,1.014514617,
BS 2019,1.014545517,
KM 2021,1.014566595,
WS 2019,1.014584187,
MG 2012,1.014596676,
GN 2012,1.014611166,
GY 2019,1.014646569,
GE 2010,1.014725048,
AT 2020,1.014884817,
BW 2023,1.014898204,
PA 2019,1.014998041,
CG 2006,1.015086833,
NE 2008,1.015173124,
GN 2019,1.015204438,
PT 2020,1.015293841,
BV 2024,1.015314847,
NO 2024,1.015314847,
SJ 2024,1.015314847,
LU 2020,1.015438915,
AG 2019,1.015527264,
CZ 2020,1.015588944,
BW 2020,1.015669001,
KI 2021,1.01569151,
VA 2007,1.01571343,
IT 2007,1.01571343,
TO 2023,1.015860882,
RW 2022,1.015863186,
MR 2023,1.015863698,
UG 2019,1.015981387,
DM 2019,1.015997918,
GA 2009,1.016018284,
GN 2007,1.016034017,
BT 2021,1.016076447,
SN 2020,1.016191797,
SE 2020,1.016261856,
CR 2020,1.016291023,
AX 2009,1.01632483,
FI 2009,1.01632483,
CK 2017,1.01635597,
NZ 2017,1.01635597,
NU 2017,1.01635597,
TK 2017,1.01635597,
AM 2010,1.016374121,
PR 2020,1.016446322,
MU 2012,1.016555135,
LT 2013,1.016587347,
SC 2019,1.016613936,
CK 2011,1.01671821,
NZ 2011,1.01671821,
NU 2011,1.01671821,
TK 2011,1.01671821,
DE 2020,1.016760351,
CV 2020,1.016764686,
TN 2017,1.016771939,
VA 2021,1.016997884,
IT 2021,1.016997884,
KZ 2021,1.017163196,
YE 2021,1.017211334,
CZ 2013,1.01742001,
CR 2015,1.017557862,
AS 2019,1.01781819,
AQ 2019,1.01781819,
GU 2019,1.01781819,
MP 2019,1.01781819,
UM 2019,1.01781819,
US 2019,1.01781819,
VI 2019,1.01781819,
LC 2019,1.01797437,
PE 2021,1.018136695,
ZA 2007,1.018151901,
HN 2022,1.018241756,
JP 2016,1.01824682,
MA 2020,1.018250396,
EH 2020,1.018250396,
MK 2020,1.018315469,
TT 2011,1.018378322,
WS 2011,1.018524476,
JP 2019,1.01856401,
SG 2011,1.018657987,
PE 2014,1.018745169,
SC 2007,1.019104339,
SL 2024,1.019200405,
BN 2010,1.019246446,
MA 2007,1.019263503,
EH 2007,1.019263503,
AR 2014,1.019322801,
FJ 2017,1.019344633,
KM 2009,1.019434605,
EC 2021,1.019517845,
OM 2024,1.019549765,
EU Institutions 2012,1.01959586,
BD 2019,1.019639471,
BH 2014,1.019782336,
MD 2019,1.019813372,
LK 2023,1.019862905,
LB 2019,1.019927141,
IN 2019,1.019937451,
CM 2021,1.019952147,
MV 2019,1.020016188,
NR 2021,1.020061813,
NE 2020,1.020064345,
RW 2017,1.020066017,
IS 2007,1.02027959,
FM 2020,1.020316452,
CY 2012,1.020365719,
MO 2019,1.020450745,
MM 2024,1.02045507,
GD 2019,1.020500442,
IS 2021,1.020673041,
TL 2007,1.020696139,
SO 2019,1.020822031,
ZM 2007,1.020973549,
MH 2020,1.020975896,
MU 2013,1.02101691,
BF 2020,1.021153765,
ML 2020,1.021202624,
KR 2020,1.021245357,
MY 2008,1.021339586,
HR 2007,1.021409192,
ST 2019,1.021500771,
GM 2019,1.02157144,
AZ 2006,1.021899646,
PK 2017,1.021919292,
JP 2014,1.02195702,
JO 2019,1.02200389,
BH 2020,1.022387289,
MU 2020,1.022462362,
GH 2022,1.022610523,
AM 2020,1.022684813,
ZA 2020,1.022706061,
LT 2020,1.022741277,
CO 2022,1.02275043,
LT 2008,1.022840293,
HR 2010,1.022867627,
BJ 2020,1.022920346,
VC 2019,1.0229376,
NA 2020,1.022949354,
CN 2020,1.023059188,
DZ 2009,1.023067001,
TW 2020,1.023081955,
PS 2017,1.023089558,
ID 2019,1.023151567,
CA 2007,1.02316223,
GN 2015,1.023256423,
PW 2019,1.023304945,
BQ 2012,1.02351123,
NL 2012,1.02351123,
HK 2019,1.023567759,
IL 2020,1.023569151,
PT 2007,1.02366351,
ID 2017,1.023706027,
LK 2017,1.02394862,
TJ 2017,1.023949021,
MX 2020,1.024011934,
EU Institutions 2007,1.02414634,
LS 2006,1.024182278,
BV 2009,1.02419102,
NO 2009,1.02419102,
SJ 2009,1.02419102,
KN 2020,1.024205067,
WS 2017,1.024205621,
BE 2009,1.02441028,
LA 2019,1.02441117,
MZ 2019,1.024450321,
CR 2016,1.024596942,
RU 2022,1.024637308,
LT 2014,1.024644469,
TH 2019,1.024815844,
SI 2010,1.02486616,
HN 2023,1.024970078,
DJ 2019,1.025056899,
MT 2020,1.025244235,
PT 2010,1.02526509,
BT 2007,1.025268584,
AW 2020,1.025531824,
LI 2020,1.025601764,
CH 2020,1.025601764,
PL 2020,1.025654119,
IE 2014,1.02577982,
LI 2015,1.0257933,
CH 2015,1.0257933,
NE 2011,1.025830582,
BY 2020,1.025964505,
TT 2020,1.026083639,
GA 2022,1.026130658,
AE 2022,1.026163086,
CL 2022,1.026293888,
TJ 2007,1.026318175,
LV 2020,1.026495929,
EU Institutions 2010,1.0265455,
SM 2021,1.026675168,
SK 2020,1.026726499,
BG 2011,1.026841109,
BH 2012,1.026984162,
AI 2021,1.027245349,
BM 2021,1.027245349,
IO 2021,1.027245349,
KY 2021,1.027245349,
FK 2021,1.027245349,
GI 2021,1.027245349,
GG 2021,1.027245349,
IM 2021,1.027245349,
JE 2021,1.027245349,
MS 2021,1.027245349,
PN 2021,1.027245349,
SH 2021,1.027245349,
GS 2021,1.027245349,
TC 2021,1.027245349,
GB 2021,1.027245349,
VG 2021,1.027245349,
IE 2013,1.02740787,
DZ 2020,1.027436239,
VA 2010,1.02771526,
IT 2010,1.02771526,
PW 2016,1.027744979,
BZ 2020,1.028086091,
BR 2019,1.02812101,
MG 2011,1.028194331,
CI 2021,1.028388473,
GM 2012,1.028587002,
LS 2021,1.028593485,
CW 2021,1.028754546,
DK 2021,1.028754546,
FO 2021,1.028754546,
GL 2021,1.028754546,
SX 2021,1.028754546,
LK 2015,1.028814543,
HT 2022,1.028865573,
GR 2021,1.02896584,
MN 2020,1.028995258,
VA 2012,1.02904741,
IT 2012,1.02904741,
EG 2009,1.029075458,
DO 2021,1.029255889,
PR 2021,1.029373574,
LK 2013,1.029442952,
MU 2008,1.029446625,
AM 2021,1.029455168,
JM 2019,1.029473609,
UY 2021,1.029496499,
PH 2011,1.029514463,
AT 2013,1.02951464,
KH 2019,1.029785627,
Total DAC 2008,1.02981169,
KM 2012,1.02994949,
AT 2008,1.02999007,
MG 2021,1.030191595,
PL 2009,1.03049269,
AD 2021,1.030760456,
FR 2021,1.030760456,
GF 2021,1.030760456,
PF 2021,1.030760456,
TF 2021,1.030760456,
GP 2021,1.030760456,
MQ 2021,1.030760456,
YT 2021,1.030760456,
MC 2021,1.030760456,
NC 2021,1.030760456,
RE 2021,1.030760456,
BL 2021,1.030760456,
MF 2021,1.030760456,
PM 2021,1.030760456,
WF 2021,1.030760456,
KG 2021,1.030878004,
BN 2008,1.030957629,
EC 2022,1.030991985,
Total DAC 2020,1.031165586,
SN 2012,1.031223905,
SZ 2020,1.031319833,
BT 2010,1.031341606,
FM 2021,1.031354287,
SB 2019,1.031371382,
BT 2019,1.03140845,
LR 2017,1.031421752,
CF 2020,1.031603915,
GN 2020,1.031764256,
HN 2024,1.031842373,
VN 2020,1.031847438,
WS 2020,1.031872413,
SV 2020,1.032181323,
BS 2020,1.032300789,
MW 2019,1.032490975,
BB 2020,1.032529285,
HR 2014,1.03256747,
BA 2021,1.032571025,
CZ 2009,1.03270376,
ZM 2024,1.032968274,
SA 2024,1.032993356,
LV 2008,1.033076606,
RO 2020,1.033089372,
HU 2010,1.03319351,
TO 2024,1.033215997,
ME 2021,1.033265084,
ES 2021,1.033398481,
LV 2011,1.033485808,
QA 2022,1.033485937,
DM 2020,1.033525459,
AX 2008,1.03359721,
FI 2008,1.03359721,
SI 2021,1.033690742,
IE 2021,1.033807221,
QA 2006,1.033909395,
BT 2022,1.033974959,
CI 2012,1.034048191,
MY 2020,1.034279338,
HR 2013,1.034280298,
BE 2021,1.034334524,
BQ 2021,1.034337694,
NL 2021,1.034337694,
EE 2020,1.034495227,
GT 2020,1.034552037,
TG 2020,1.034615888,
LK 2012,1.034632383,
TT 2012,1.034645931,
SC 2020,1.034712783,
TZ 2020,1.03478252,
SN 2021,1.034818162,
MD 2013,1.035071031,
KW 2024,1.035123735,
PA 2020,1.035300806,
VE 2019,1.035300808,
CA 2020,1.035393181,
RS 2007,1.035455593,
BI 2019,1.035533061,
DZ 2015,1.035559,
HR 2021,1.035690544,
AG 2020,1.035710829,
IR 2013,1.035763324,
CR 2021,1.035770643,
RW 2023,1.035846432,
PH 2020,1.03593308,
CO 2008,1.036107018,
SG 2020,1.036200765,
BQ 2007,1.03629214,
NL 2007,1.03629214,
PE 2022,1.036585682,
AZ 2023,1.036633608,
HU 2014,1.03692402,
LR 2013,1.037125982,
TD 2020,1.037319774,
FJ 2020,1.037381516,
LR 2022,1.037401641,
CY 2021,1.037447936,
BQ 2010,1.03746721,
NL 2010,1.03746721,
CG 2007,1.037494298,
VU 2021,1.037504174,
GW 2020,1.037582042,
MH 2021,1.037624315,
AM 2022,1.037730268,
AX 2021,1.037770124,
FI 2021,1.037770124,
BG 2020,1.037992163,
BY 2007,1.03812187,
FM 2022,1.038147552,
CV 2014,1.038194321,
UY 2014,1.038206964,
YE 2020,1.038281191,
EU Institutions 2021,1.038318465,
VA 2022,1.038331939,
IT 2022,1.038331939,
PT 2021,1.038600664,
IQ 2022,1.038612764,
ID 2014,1.038809365,
TV 2014,1.038840624,
AU 2022,1.038882483,
CX 2022,1.038882483,
CC 2022,1.038882483,
HM 2022,1.038882483,
NF 2022,1.038882483,
CM 2008,1.038958549,
AS 2020,1.039035863,
AQ 2020,1.039035863,
GU 2020,1.039035863,
MP 2020,1.039035863,
UM 2020,1.039035863,
US 2020,1.039035863,
VI 2020,1.039035863,
AR 2021,1.03908932,
AF 2022,1.039132843,
AT 2011,1.03925296,
CK 2012,1.03930034,
NZ 2012,1.03930034,
NU 2012,1.03930034,
TK 2012,1.03930034,
CZ 2021,1.039311518,
RS 2013,1.039486294,
MW 2020,1.039526058,
BD 2020,1.039618694,
PY 2021,1.039723799,
MA 2021,1.039806021,
EH 2021,1.039806021,
IN 2020,1.040099888,
LU 2013,1.0401318,
UG 2011,1.040143705,
IE 2011,1.04017166,
KI 2022,1.040196648,
LC 2020,1.040232294,
HU 2009,1.04032121,
LU 2021,1.040433549,
LB 2020,1.040568934,
HU 2013,1.04060492,
LK 2024,1.040621127,
EC 2023,1.040709846,
MX 2015,1.040876017,
SO 2020,1.040964272,
PE 2011,1.041057656,
NR 2022,1.041075888,
CL 2013,1.041180131,
CV 2013,1.041223702,
MG 2014,1.04128296,
CW 2010,1.04133606,
DK 2010,1.04133606,
FO 2010,1.04133606,
GL 2010,1.04133606,
SX 2010,1.04133606,
AT 2021,1.041616754,
BJ 2021,1.041631246,
CW 2012,1.0417221,
DK 2012,1.0417221,
FO 2012,1.0417221,
GL 2012,1.0417221,
SX 2012,1.0417221,
BA 2011,1.041731517,
CO 2023,1.041970993,
GD 2020,1.041973238,
DE 2009,1.04200859,
Total DAC 2012,1.04247023,
GM 2020,1.04258172,
MU 2014,1.042695757,
PR 2022,1.042708479,
KR 2021,1.042770632,
AI 2004,1.04285927,
BM 2004,1.04285927,
IO 2004,1.04285927,
KY 2004,1.04285927,
FK 2004,1.04285927,
GI 2004,1.04285927,
GG 2004,1.04285927,
IM 2004,1.04285927,
JE 2004,1.04285927,
MS 2004,1.04285927,
PN 2004,1.04285927,
SH 2004,1.04285927,
GS 2004,1.04285927,
TC 2004,1.04285927,
GB 2004,1.04285927,
VG 2004,1.04285927,
CV 2021,1.042972579,
BH 2021,1.043105863,
CM 2022,1.043300369,
RS 2020,1.043392907,
BT 2017,1.043419452,
PW 2020,1.043432894,
SN 2013,1.043472899,
BJ 2008,1.043483478,
RU 2023,1.043601724,
RW 2009,1.043626645,
VC 2020,1.04365707,
HU 2007,1.04371603,
IR 2016,1.043738357,
TG 2009,1.043792103,
AD 2012,1.04382518,
FR 2012,1.04382518,
GF 2012,1.04382518,
PF 2012,1.04382518,
TF 2012,1.04382518,
GP 2012,1.04382518,
MQ 2012,1.04382518,
YT 2012,1.04382518,
MC 2012,1.04382518,
NC 2012,1.04382518,
RE 2012,1.04382518,
BL 2012,1.04382518,
MF 2012,1.04382518,
PM 2012,1.04382518,
WF 2012,1.04382518,
PT 2013,1.04397062,
GN 2017,1.044089549,
MZ 2020,1.044130783,
KM 2022,1.044167042,
MD 2020,1.044185091,
MU 2011,1.044378493,
BJ 2011,1.044407836,
MV 2020,1.044437748,
DE 2021,1.044617566,
AE 2023,1.044715449,
LU 2011,1.04478916,
MX 2006,1.045106939,
JP 2005,1.04520366,
MU 2021,1.045419972,
IN 2017,1.045469887,
JM 2020,1.045494926,
AX 2011,1.04575769,
FI 2011,1.04575769,
DE 2013,1.04585146,
MW 2021,1.045999472,
LT 2011,1.046110867,
NA 2013,1.046134072,
BE 2013,1.04613804,
TV 2019,1.046284196,
MK 2021,1.046333671,
GE 2008,1.046438241,
MR 2024,1.046609817,
IL 2021,1.046629302,
HK 2020,1.046660113,
AM 2023,1.046808663,
KN 2021,1.046849752,
TW 1999,1.046982997,
CL 2023,1.047031655,
GA 2023,1.047082368,
CY 2014,1.047123564,
MX 2021,1.047171424,
SA 2014,1.047207123,
NE 2021,1.047289464,
IS 2022,1.047294849,
AW 2021,1.047361476,
FM 2023,1.047396552,
LA 2020,1.047507629,
JO 2020,1.047551786,
WS 2021,1.047604146,
BF 2021,1.04769839,
BH 2013,1.04771376,
DO 2022,1.047807515,
FJ 2014,1.047842555,
SE 2021,1.047900272,
ZA 2021,1.047992407,
CK 2020,1.04807407,
NZ 2020,1.04807407,
NU 2020,1.04807407,
TK 2020,1.04807407,
NA 2021,1.048099382,
KH 2020,1.048149574,
RW 2008,1.048208439,
BZ 2021,1.048555116,
CN 2021,1.048661611,
TH 2020,1.048661613,
TT 2021,1.048700332,
PY 2012,1.048819466,
BV 2007,1.04885201,
NO 2007,1.04885201,
SJ 2007,1.04885201,
SM 2022,1.048946492,
MO 2020,1.049025405,
SN 2011,1.049395254,
EC 2024,1.049556421,
DZ 2021,1.049581434,
BI 2017,1.049794447,
AF 2016,1.049840755,
VN 2021,1.049970344,
ML 2021,1.049987121,
AI 2022,1.050003743,
BM 2022,1.050003743,
IO 2022,1.050003743,
KY 2022,1.050003743,
FK 2022,1.050003743,
GI 2022,1.050003743,
GG 2022,1.050003743,
IM 2022,1.050003743,
JE 2022,1.050003743,
MS 2022,1.050003743,
PN 2022,1.050003743,
SH 2022,1.050003743,
GS 2022,1.050003743,
TC 2022,1.050003743,
GB 2022,1.050003743,
VG 2022,1.050003743,
KG 2022,1.050364413,
GN 2013,1.050575464,
PH 2016,1.050581185,
PT 2014,1.05062895,
DJ 2020,1.050720515,
WS 2014,1.050784457,
AT 2014,1.05102641,
MH 2022,1.051100198,
Total DAC 2013,1.05118293,
KE 2019,1.051202278,
HT 2023,1.051289192,
AD 2007,1.05143858,
FR 2007,1.05143858,
GF 2007,1.05143858,
PF 2007,1.05143858,
TF 2007,1.05143858,
GP 2007,1.05143858,
MQ 2007,1.05143858,
YT 2007,1.05143858,
MC 2007,1.05143858,
NC 2007,1.05143858,
RE 2007,1.05143858,
BL 2007,1.05143858,
MF 2007,1.05143858,
PM 2007,1.05143858,
WF 2007,1.05143858,
AL 2020,1.051486888,
MA 2010,1.051506593,
EH 2010,1.051506593,
SC 2021,1.051507169,
BO 2020,1.051535577,
SR 2019,1.051566443,
ES 2012,1.05162145,
CI 2022,1.051650992,
ET 2019,1.051909198,
TG 2014,1.051963761,
GN 2021,1.052001438,
LI 2021,1.052047155,
CH 2021,1.052047155,
BT 2023,1.052166431,
LS 2022,1.052176476,
CL 2012,1.052195483,
GH 2023,1.052339837,
SV 2021,1.052649727,
DM 2021,1.05265456,
XK 2013,1.053132821,
LT 2021,1.053169282,
KI 2010,1.053212128,
AD 2010,1.05326101,
FR 2010,1.05326101,
GF 2010,1.05326101,
PF 2010,1.05326101,
TF 2010,1.05326101,
GP 2010,1.05326101,
MQ 2010,1.05326101,
YT 2010,1.05326101,
MC 2010,1.05326101,
NC 2010,1.05326101,
RE 2010,1.05326101,
BL 2010,1.05326101,
MF 2010,1.05326101,
PM 2010,1.05326101,
WF 2010,1.05326101,
MW 2006,1.05329588,
GR 2022,1.05341805,
GE 2020,1.053589994,
DZ 2024,1.053658487,
UA 2019,1.053981762,
MT 2021,1.054053792,
RW 2010,1.054230612,
CL 2011,1.054340611,
GN 2008,1.054394145,
MW 2022,1.05454891,
VE 2020,1.054766429,
AM 2007,1.054826112,
ZW 2021,1.054880888,
UY 2022,1.054965775,
BR 2020,1.055049811,
CM 2011,1.05510476,
TZ 2021,1.055203468,
MT 2014,1.05526355,
Total DAC 2014,1.05530364,
TV 2012,1.055358016,
MA 2014,1.055410071,
EH 2014,1.055410071,
BE 2008,1.05542525,
ET 2016,1.055442912,
AX 2013,1.05551804,
FI 2013,1.05551804,
TG 2013,1.055557007,
AD 2022,1.055562574,
FR 2022,1.055562574,
GF 2022,1.055562574,
PF 2022,1.055562574,
TF 2022,1.055562574,
GP 2022,1.055562574,
MQ 2022,1.055562574,
YT 2022,1.055562574,
MC 2022,1.055562574,
NC 2022,1.055562574,
RE 2022,1.055562574,
BL 2022,1.055562574,
MF 2022,1.055562574,
PM 2022,1.055562574,
WF 2022,1.055562574,
MR 2008,1.055683512,
BS 2021,1.05569431,
BE 2014,1.05571766,
NI 2013,1.055838044,
LV 2021,1.056239569,
RW 2024,1.056247802,
AG 2021,1.056262474,
AM 2024,1.05627282,
PA 2021,1.056278582,
MG 2022,1.056478179,
FM 2024,1.056498298,
GQ 2022,1.05657843,
PE 2023,1.056678513,
SK 2021,1.056705742,
BB 2021,1.056711127,
UG 2009,1.056774599,
MG 2013,1.056780988,
BJ 2012,1.056847284,
PW 2015,1.056847953,
TR 2020,1.056909188,
GM 2007,1.057040743,
PR 2023,1.057043773,
TW 2021,1.057079705,
BY 2021,1.057147442,
ML 2014,1.057207129,
SZ 2021,1.05735998,
Total DAC 2021,1.057387742,
GM 2021,1.057483047,
CR 2022,1.05783024,
NP 2021,1.057853466,
PH 2021,1.057900757,
TM 2015,1.057930019,
SN 2014,1.058223248,
PL 2012,1.05829565,
KI 2015,1.058329247,
DE 2011,1.05843063,
VA 2023,1.058658989,
IT 2023,1.058658989,
YE 2019,1.058664674,
UG 2020,1.058705381,
QA 2023,1.05876,
SC 2013,1.05876015,
SK 2012,1.05879499,
MY 2021,1.059056248,
BR 2008,1.059165303,
GN 2014,1.059183726,
MW 2012,1.059217647,
IE 2009,1.05946159,
BH 2022,1.059555483,
SI 2013,1.05966335,
SK 2010,1.05968462,
BT 2011,1.059721207,
KG 2011,1.059749096,
BA 2022,1.059784085,
DE 2008,1.05979419,
BE 2022,1.05980535,
SG 2021,1.059911289,
SI 2022,1.060019841,
IN 2021,1.060087295,
ES 2022,1.060191171,
BD 2021,1.060406254,
AI 2005,1.06046891,
BM 2005,1.06046891,
IO 2005,1.06046891,
KY 2005,1.06046891,
FK 2005,1.06046891,
GI 2005,1.06046891,
GG 2005,1.06046891,
IM 2005,1.06046891,
JE 2005,1.06046891,
MS 2005,1.06046891,
PN 2005,1.06046891,
SH 2005,1.06046891,
GS 2005,1.06046891,
TC 2005,1.06046891,
GB 2005,1.06046891,
VG 2005,1.06046891,
BQ 2022,1.060525054,
NL 2022,1.060525054,
TO 2011,1.060602858,
AS 2021,1.06063141,
